"age"  "type_employer"  "education"  "marital"  "occupation"  "relationship"  "race"  "sex"  "capital_gain"  "capital_loss"  "hr_per_week"  "income"
31  " State-gov"  " Assoc-acdm"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "Low"  "None"  35  "low"
22  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Female"  "None"  "None"  30  "low"
60  " Private"  " HS-grad"  " Widowed"  " Other-service"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
29  " Private"  " Assoc-acdm"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  36  "low"
35  " State-gov"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " Asian-Pac-Islander"  " Female"  "Low"  "None"  45  "low"
24  " Private"  " HS-grad"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  30  "low"
45  " Local-gov"  " Masters"  " Divorced"  " Prof-specialty"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
21  " Local-gov"  " 12th"  " Never-married"  " Other-service"  " Own-child"  " Black"  " Male"  "None"  "None"  20  "low"
30  " Private"  " Assoc-acdm"  " Married-civ-spouse"  " Transport-moving"  " Wife"  " White"  " Female"  "None"  "Low"  37  "high"
50  " Self-emp-inc"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  99  "high"
41  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
21  " Private"  " HS-grad"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  33  "low"
45  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
34  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
28  " Private"  " HS-grad"  " Divorced"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
19  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
26  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "High"  "None"  50  "high"
48  " Private"  " Bachelors"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
69  " Private"  " Bachelors"  " Widowed"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "High"  40  "high"
41  " Private"  " Some-college"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
43  " Private"  " Bachelors"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
28  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
65  " Local-gov"  " Some-college"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  28  "low"
31  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "Low"  38  "low"
28  " Private"  " Bachelors"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
51  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
45  " Private"  " Some-college"  " Never-married"  " Craft-repair"  " Not-in-family"  " White"  " Female"  "None"  "None"  80  "low"
43  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Other-relative"  " Black"  " Male"  "None"  "None"  38  "low"
31  " Private"  " Assoc-acdm"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
31  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  55  "high"
45  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Other-relative"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "low"
20  " Private"  " Bachelors"  " Never-married"  " Sales"  " Other-relative"  " Black"  " Female"  "None"  "None"  30  "low"
25  " Private"  " Bachelors"  " Never-married"  " Tech-support"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " HS-grad"  " Widowed"  " Handlers-cleaners"  " Unmarried"  " White"  " Female"  "None"  "None"  30  "low"
31  " Private"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "Low"  "None"  50  "low"
56  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
26  " Private"  " Bachelors"  " Never-married"  " Sales"  " Own-child"  " White"  " Male"  "None"  "None"  18  "low"
47  " Self-emp-not-inc"  " Some-college"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  65  "low"
40  " Self-emp-inc"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
32  " Private"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "None"  "None"  48  "low"
34  " State-gov"  " Masters"  " Never-married"  " Prof-specialty"  " Unmarried"  " Black"  " Female"  "None"  "None"  24  "low"
37  " Private"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  55  "low"
38  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
19  " Private"  " Assoc-voc"  " Never-married"  " Other-service"  " Own-child"  " Asian-Pac-Islander"  " Male"  "None"  "None"  16  "low"
49  " Private"  " 9th"  " Divorced"  " Handlers-cleaners"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
26  " Private"  " Assoc-acdm"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
82  " Private"  " 7th-8th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  2  "low"
40  " Private"  " HS-grad"  " Divorced"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
28  " Private"  " Some-college"  " Never-married"  " Craft-repair"  " Own-child"  " White"  " Male"  "None"  "None"  50  "low"
23  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " Black"  " Male"  "None"  "None"  37  "low"
19  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
67  " Private"  " HS-grad"  " Widowed"  " Handlers-cleaners"  " Other-relative"  " Black"  " Male"  "None"  "None"  32  "low"
43  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "Low"  "None"  40  "high"
41  " Private"  " Assoc-acdm"  " Never-married"  " Adm-clerical"  " Not-in-family"  " Other"  " Female"  "None"  "None"  50  "low"
37  " Private"  " Assoc-voc"  " Divorced"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
20  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
40  " Private"  " HS-grad"  " Divorced"  " Craft-repair"  " Unmarried"  " White"  " Male"  "None"  "None"  40  "low"
47  " Private"  " Masters"  " Separated"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "High"  "None"  50  "high"
40  " Private"  " HS-grad"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
39  " State-gov"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
24  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " Black"  " Female"  "None"  "None"  20  "low"
49  " Private"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
66  " Private"  " HS-grad"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " White"  " Male"  "None"  "None"  10  "low"
52  " Private"  " HS-grad"  " Never-married"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "None"  "Low"  40  "low"
59  " Self-emp-inc"  " HS-grad"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "low"
72  " Private"  " HS-grad"  " Widowed"  " Priv-house-serv"  " Unmarried"  " White"  " Female"  "None"  "None"  12  "low"
35  " Federal-gov"  " HS-grad"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
30  " Private"  " Bachelors"  " Married-AF-spouse"  " Exec-managerial"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
36  " Private"  " Some-college"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
26  " Private"  " HS-grad"  " Separated"  " Tech-support"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
23  " Private"  " Bachelors"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  35  "low"
39  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
40  " Self-emp-not-inc"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
29  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
38  " Private"  " Bachelors"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  20  "low"
63  " Private"  " Bachelors"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
58  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
30  " Private"  " HS-grad"  " Divorced"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
38  " State-gov"  " HS-grad"  " Never-married"  " Other-service"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
25  " Private"  " 5th-6th"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  33  "low"
44  " State-gov"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
43  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
21  " Private"  " Some-college"  " Never-married"  " Transport-moving"  " Own-child"  " White"  " Male"  "None"  "None"  30  "low"
41  " Local-gov"  " Assoc-acdm"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
38  " Private"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
29  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "Low"  40  "low"
52  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  70  "low"
47  " Private"  " HS-grad"  " Divorced"  " Exec-managerial"  " Unmarried"  " White"  " Female"  "None"  "None"  45  "low"
28  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "High"  "None"  50  "high"
30  " State-gov"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  10  "low"
30  " Private"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "High"  "None"  60  "high"
40  " Private"  " Assoc-acdm"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "high"
27  " Private"  " Some-college"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  30  "low"
26  " Private"  " HS-grad"  " Never-married"  " Protective-serv"  " Unmarried"  " White"  " Male"  "None"  "None"  44  "low"
32  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  37  "low"
36  " State-gov"  " Bachelors"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
26  " Private"  " 12th"  " Never-married"  " Transport-moving"  " Own-child"  " Black"  " Male"  "None"  "None"  40  "low"
25  " Private"  " Some-college"  " Never-married"  " Transport-moving"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
39  " Private"  " Some-college"  " Divorced"  " Tech-support"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
27  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
24  " Private"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
38  " Self-emp-inc"  " Bachelors"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "High"  "None"  40  "high"
35  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  55  "low"
29  " Private"  " Assoc-voc"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
49  " Private"  " HS-grad"  " Divorced"  " Other-service"  " Not-in-family"  " Black"  " Female"  "None"  "None"  40  "low"
36  " Private"  " 9th"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
47  " Self-emp-not-inc"  " Doctorate"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
21  " Private"  " Some-college"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
35  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "high"
38  " Private"  " 1st-4th"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
45  " Private"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "High"  50  "high"
19  " Private"  " Some-college"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  15  "low"
18  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  22  "low"
37  " Private"  " Prof-school"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
49  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
33  " Local-gov"  " Assoc-voc"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  48  "high"
27  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
34  " Local-gov"  " Some-college"  " Divorced"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  35  "low"
54  " State-gov"  " Masters"  " Married-spouse-absent"  " Prof-specialty"  " Not-in-family"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
24  " Self-emp-inc"  " Some-college"  " Never-married"  " Transport-moving"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
44  " Self-emp-not-inc"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
48  " Self-emp-not-inc"  " Bachelors"  " Separated"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  50  "low"
23  " Private"  " HS-grad"  " Never-married"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
29  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  38  "low"
21  " Private"  " Assoc-acdm"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  9  "low"
18  " Private"  " 12th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  32  "low"
18  " Private"  " 9th"  " Never-married"  " Sales"  " Own-child"  " Other"  " Female"  "None"  "None"  32  "low"
29  " Private"  " HS-grad"  " Divorced"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
29  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
41  " Private"  " HS-grad"  " Separated"  " Machine-op-inspct"  " Other-relative"  " Black"  " Female"  "None"  "None"  40  "low"
32  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
61  " Private"  " 10th"  " Divorced"  " Other-service"  " Not-in-family"  " Black"  " Female"  "None"  "None"  24  "low"
79  " Private"  " HS-grad"  " Married-spouse-absent"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  6  "low"
34  " Private"  " Assoc-acdm"  " Divorced"  " Machine-op-inspct"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
46  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
50  " Self-emp-not-inc"  " Assoc-voc"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
29  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
